# Rule: 90
#          Mesh length: 99
#            Timesteps: 1000
# Boundaries condition:periodic
#-------------------------------------------------------------------------------
timestep;density;entropy;lambdaL;lambdaR
38;0.0808080808;0.4050201326;0.0000000000;0.0000000000
39;0.1616161616;0.6381619453;0.0000000000;0.0000000000
40;0.0404040404;0.2441416424;0.0000000000;0.0000000000
41;0.0808080808;0.4050201326;0.0000000000;0.0000000000
42;0.0808080808;0.4050201326;0.0000000000;0.0000000000
43;0.1616161616;0.6381619453;0.0000000000;0.0000000000
44;0.0808080808;0.4050201326;0.0000000000;0.0000000000
45;0.1616161616;0.6381619453;0.0000000000;0.0000000000
46;0.1616161616;0.6381619453;0.0000000000;0.0000000000
47;0.3232323232;0.9078619154;0.0000000000;0.0000000000
48;0.0404040404;0.2441416424;0.0000000000;0.0000000000
49;0.0808080808;0.4050201326;0.0000000000;0.0000000000
50;0.0808080808;0.4050201326;0.0000000000;0.0000000000
51;0.1616161616;0.6381619453;0.0000000000;0.0000000000
52;0.0808080808;0.4050201326;0.0000000000;0.0000000000
53;0.1616161616;0.6381619453;0.0000000000;0.0000000000
54;0.1616161616;0.6381619453;0.0000000000;0.0000000000
55;0.3232323232;0.9078619154;0.0000000000;0.0000000000
56;0.0808080808;0.4050201326;0.0000000000;0.0000000000
57;0.1616161616;0.6381619453;0.0000000000;0.0000000000
58;0.1616161616;0.6381619453;0.0000000000;0.0000000000
59;0.3232323232;0.9078619154;0.0000000000;0.0000000000
60;0.1616161616;0.6381619453;0.0000000000;0.0000000000
61;0.3232323232;0.9078619154;0.0000000000;0.0000000000
62;0.3232323232;0.9078619154;0.0000000000;0.0000000000
63;0.6464646465;0.9371858565;0.0000000000;0.0000000000
64;0.0202020202;0.1425733303;0.0000000000;0.0000000000
65;0.0404040404;0.2441416424;0.0000000000;0.0000000000
66;0.0404040404;0.2441416424;0.0000000000;0.0000000000
67;0.0808080808;0.4050201326;0.0000000000;0.0000000000
68;0.0404040404;0.2441416424;0.0000000000;0.0000000000
69;0.0808080808;0.4050201326;0.0000000000;0.0000000000
70;0.0808080808;0.4050201326;0.0000000000;0.0000000000
71;0.1616161616;0.6381619453;0.0000000000;0.0000000000
72;0.0404040404;0.2441416424;0.0000000000;0.0000000000
73;0.0808080808;0.4050201326;0.0000000000;0.0000000000
74;0.0808080808;0.4050201326;0.0000000000;0.0000000000
75;0.1616161616;0.6381619453;0.0000000000;0.0000000000
76;0.0808080808;0.4050201326;0.0000000000;0.0000000000
77;0.1616161616;0.6381619453;0.0000000000;0.0000000000
78;0.1616161616;0.6381619453;0.0000000000;0.0000000000
79;0.3232323232;0.9078619154;0.0000000000;0.0000000000
80;0.0404040404;0.2441416424;0.0000000000;0.0000000000
81;0.0808080808;0.4050201326;0.0000000000;0.0000000000
82;0.0808080808;0.4050201326;0.0000000000;0.0000000000
83;0.1616161616;0.6381619453;0.0000000000;0.0000000000
84;0.0808080808;0.4050201326;0.0000000000;0.0000000000
85;0.1616161616;0.6381619453;0.0000000000;0.0000000000
86;0.1616161616;0.6381619453;0.0000000000;0.0000000000
87;0.3232323232;0.9078619154;0.0000000000;0.0000000000
88;0.0808080808;0.4050201326;0.0000000000;0.0000000000
89;0.1616161616;0.6381619453;0.0000000000;0.0000000000
90;0.1616161616;0.6381619453;0.0000000000;0.0000000000
91;0.3232323232;0.9078619154;0.0000000000;0.0000000000
92;0.1616161616;0.6381619453;0.0000000000;0.0000000000
93;0.3232323232;0.9078619154;0.0000000000;0.0000000000
94;0.3232323232;0.9078619154;0.0000000000;0.0000000000
95;0.6464646465;0.9371858565;0.0000000000;0.0000000000
96;0.0404040404;0.2441416424;0.0000000000;0.0000000000
97;0.0808080808;0.4050201326;0.0000000000;0.0000000000
98;0.0808080808;0.4050201326;0.0000000000;0.0000000000
99;0.1414141414;0.5879303728;0.0000000000;0.0000000000
100;0.0808080808;0.4050201326;0.0000000000;0.0000000000
101;0.1414141414;0.5879303728;0.0000000000;0.0000000000
102;0.1616161616;0.6381619453;0.0000000000;0.0000000000
103;0.2222222222;0.7642045065;0.0000000000;0.0000000000
104;0.0808080808;0.4050201326;0.0000000000;0.0000000000
105;0.1616161616;0.6381619453;0.0000000000;0.0000000000
106;0.1616161616;0.6381619453;0.0000000000;0.0000000000
107;0.2828282828;0.8592759807;0.0000000000;0.0000000000
108;0.1616161616;0.6381619453;0.0000000000;0.0000000000
109;0.2626262626;0.8306836355;0.0000000000;0.0000000000
110;0.3232323232;0.9078619154;0.0000000000;0.0000000000
111;0.3838383838;0.9607079019;0.0000000000;0.0000000000
112;0.0808080808;0.4050201326;0.0000000000;0.0000000000
113;0.1616161616;0.6381619453;0.0000000000;0.0000000000
114;0.1616161616;0.6381619453;0.0000000000;0.0000000000
115;0.2828282828;0.8592759807;0.0000000000;0.0000000000
116;0.1616161616;0.6381619453;0.0000000000;0.0000000000
117;0.2828282828;0.8592759807;0.0000000000;0.0000000000
118;0.3232323232;0.9078619154;0.0000000000;0.0000000000
119;0.4444444444;0.9910760598;0.0000000000;0.0000000000
120;0.1616161616;0.6381619453;0.0000000000;0.0000000000
121;0.3232323232;0.9078619154;0.0000000000;0.0000000000
122;0.3232323232;0.9078619154;0.0000000000;0.0000000000
123;0.5656565657;0.9875257101;0.0000000000;0.0000000000
124;0.3232323232;0.9078619154;0.0000000000;0.0000000000
125;0.5050505051;0.9999263994;0.0000000000;0.0000000000
126;0.6464646465;0.9371858565;0.0000000000;0.0000000000
127;0.7070707071;0.8724752055;0.0000000000;0.0000000000
128;0.0202020202;0.1425733303;0.0000000000;0.0000000000
129;0.0404040404;0.2441416424;0.0000000000;0.0000000000
130;0.0404040404;0.2441416424;0.0000000000;0.0000000000
131;0.0808080808;0.4050201326;0.0000000000;0.0000000000
132;0.0404040404;0.2441416424;0.0000000000;0.0000000000
133;0.0808080808;0.4050201326;0.0000000000;0.0000000000
134;0.0808080808;0.4050201326;0.0000000000;0.0000000000
135;0.1616161616;0.6381619453;0.0000000000;0.0000000000
136;0.0404040404;0.2441416424;0.0000000000;0.0000000000
137;0.0808080808;0.4050201326;0.0000000000;0.0000000000
138;0.0808080808;0.4050201326;0.0000000000;0.0000000000
139;0.1616161616;0.6381619453;0.0000000000;0.0000000000
140;0.0808080808;0.4050201326;0.0000000000;0.0000000000
141;0.1616161616;0.6381619453;0.0000000000;0.0000000000
142;0.1616161616;0.6381619453;0.0000000000;0.0000000000
143;0.3232323232;0.9078619154;0.0000000000;0.0000000000
144;0.0404040404;0.2441416424;0.0000000000;0.0000000000
145;0.0808080808;0.4050201326;0.0000000000;0.0000000000
146;0.0808080808;0.4050201326;0.0000000000;0.0000000000
147;0.1616161616;0.6381619453;0.0000000000;0.0000000000
148;0.0808080808;0.4050201326;0.0000000000;0.0000000000
149;0.1616161616;0.6381619453;0.0000000000;0.0000000000
150;0.1616161616;0.6381619453;0.0000000000;0.0000000000
151;0.3232323232;0.9078619154;0.0000000000;0.0000000000
152;0.0808080808;0.4050201326;0.0000000000;0.0000000000
153;0.1616161616;0.6381619453;0.0000000000;0.0000000000
154;0.1616161616;0.6381619453;0.0000000000;0.0000000000
155;0.3232323232;0.9078619154;0.0000000000;0.0000000000
156;0.1616161616;0.6381619453;0.0000000000;0.0000000000
157;0.3030303030;0.8849636364;0.0000000000;0.0000000000
158;0.3232323232;0.9078619154;0.0000000000;0.0000000000
159;0.5858585859;0.9786239948;0.0000000000;0.0000000000
160;0.0404040404;0.2441416424;0.0000000000;0.0000000000
161;0.0808080808;0.4050201326;0.0000000000;0.0000000000
162;0.0808080808;0.4050201326;0.0000000000;0.0000000000
163;0.1414141414;0.5879303728;0.0000000000;0.0000000000
164;0.0808080808;0.4050201326;0.0000000000;0.0000000000
165;0.1414141414;0.5879303728;0.0000000000;0.0000000000
166;0.1616161616;0.6381619453;0.0000000000;0.0000000000
167;0.2222222222;0.7642045065;0.0000000000;0.0000000000
168;0.0808080808;0.4050201326;0.0000000000;0.0000000000
169;0.1616161616;0.6381619453;0.0000000000;0.0000000000
170;0.1616161616;0.6381619453;0.0000000000;0.0000000000
171;0.2828282828;0.8592759807;0.0000000000;0.0000000000
172;0.1616161616;0.6381619453;0.0000000000;0.0000000000
173;0.2626262626;0.8306836355;0.0000000000;0.0000000000
174;0.3232323232;0.9078619154;0.0000000000;0.0000000000
175;0.3838383838;0.9607079019;0.0000000000;0.0000000000
176;0.0808080808;0.4050201326;0.0000000000;0.0000000000
177;0.1616161616;0.6381619453;0.0000000000;0.0000000000
178;0.1616161616;0.6381619453;0.0000000000;0.0000000000
179;0.2828282828;0.8592759807;0.0000000000;0.0000000000
180;0.1616161616;0.6381619453;0.0000000000;0.0000000000
181;0.2828282828;0.8592759807;0.0000000000;0.0000000000
182;0.3232323232;0.9078619154;0.0000000000;0.0000000000
183;0.4444444444;0.9910760598;0.0000000000;0.0000000000
184;0.1616161616;0.6381619453;0.0000000000;0.0000000000
185;0.3232323232;0.9078619154;0.0000000000;0.0000000000
186;0.3232323232;0.9078619154;0.0000000000;0.0000000000
187;0.5656565657;0.9875257101;0.0000000000;0.0000000000
188;0.3232323232;0.9078619154;0.0000000000;0.0000000000
189;0.4646464646;0.9963906194;0.0000000000;0.0000000000
190;0.6464646465;0.9371858565;0.0000000000;0.0000000000
191;0.5858585859;0.9786239948;0.0000000000;0.0000000000
192;0.0404040404;0.2441416424;0.0000000000;0.0000000000
193;0.0808080808;0.4050201326;0.0000000000;0.0000000000
194;0.0808080808;0.4050201326;0.0000000000;0.0000000000
195;0.1616161616;0.6381619453;0.0000000000;0.0000000000
196;0.0808080808;0.4050201326;0.0000000000;0.0000000000
197;0.1616161616;0.6381619453;0.0000000000;0.0000000000
198;0.1414141414;0.5879303728;0.0000000000;0.0000000000
199;0.2828282828;0.8592759807;0.0000000000;0.0000000000
200;0.0808080808;0.4050201326;0.0000000000;0.0000000000
201;0.1616161616;0.6381619453;0.0000000000;0.0000000000
202;0.1414141414;0.5879303728;0.0000000000;0.0000000000
203;0.2828282828;0.8592759807;0.0000000000;0.0000000000
204;0.1616161616;0.6381619453;0.0000000000;0.0000000000
205;0.3232323232;0.9078619154;0.0000000000;0.0000000000
206;0.2222222222;0.7642045065;0.0000000000;0.0000000000
207;0.4444444444;0.9910760598;0.0000000000;0.0000000000
208;0.0808080808;0.4050201326;0.0000000000;0.0000000000
209;0.1616161616;0.6381619453;0.0000000000;0.0000000000
210;0.1616161616;0.6381619453;0.0000000000;0.0000000000
211;0.3232323232;0.9078619154;0.0000000000;0.0000000000
212;0.1616161616;0.6381619453;0.0000000000;0.0000000000
213;0.3232323232;0.9078619154;0.0000000000;0.0000000000
214;0.2828282828;0.8592759807;0.0000000000;0.0000000000
215;0.5656565657;0.9875257101;0.0000000000;0.0000000000
216;0.1616161616;0.6381619453;0.0000000000;0.0000000000
217;0.3232323232;0.9078619154;0.0000000000;0.0000000000
218;0.2626262626;0.8306836355;0.0000000000;0.0000000000
219;0.5252525253;0.9981592325;0.0000000000;0.0000000000
220;0.3232323232;0.9078619154;0.0000000000;0.0000000000
221;0.6060606061;0.9672947789;0.0000000000;0.0000000000
222;0.3838383838;0.9607079019;0.0000000000;0.0000000000
223;0.6464646465;0.9371858565;0.0000000000;0.0000000000
224;0.0808080808;0.4050201326;0.0000000000;0.0000000000
225;0.1616161616;0.6381619453;0.0000000000;0.0000000000
226;0.1616161616;0.6381619453;0.0000000000;0.0000000000
227;0.2222222222;0.7642045065;0.0000000000;0.0000000000
228;0.1616161616;0.6381619453;0.0000000000;0.0000000000
229;0.2222222222;0.7642045065;0.0000000000;0.0000000000
230;0.2828282828;0.8592759807;0.0000000000;0.0000000000
231;0.2222222222;0.7642045065;0.0000000000;0.0000000000
232;0.1616161616;0.6381619453;0.0000000000;0.0000000000
233;0.3232323232;0.9078619154;0.0000000000;0.0000000000
234;0.2828282828;0.8592759807;0.0000000000;0.0000000000
235;0.3636363636;0.9456603046;0.0000000000;0.0000000000
236;0.3232323232;0.9078619154;0.0000000000;0.0000000000
237;0.3434343434;0.9280672822;0.0000000000;0.0000000000
238;0.4444444444;0.9910760598;0.0000000000;0.0000000000
239;0.3838383838;0.9607079019;0.0000000000;0.0000000000
240;0.1616161616;0.6381619453;0.0000000000;0.0000000000
241;0.3232323232;0.9078619154;0.0000000000;0.0000000000
242;0.3232323232;0.9078619154;0.0000000000;0.0000000000
243;0.4444444444;0.9910760598;0.0000000000;0.0000000000
244;0.3232323232;0.9078619154;0.0000000000;0.0000000000
245;0.4444444444;0.9910760598;0.0000000000;0.0000000000
246;0.5656565657;0.9875257101;0.0000000000;0.0000000000
247;0.4444444444;0.9910760598;0.0000000000;0.0000000000
248;0.3232323232;0.9078619154;0.0000000000;0.0000000000
249;0.6464646465;0.9371858565;0.0000000000;0.0000000000
250;0.5050505051;0.9999263994;0.0000000000;0.0000000000
251;0.6060606061;0.9672947789;0.0000000000;0.0000000000
252;0.6464646465;0.9371858565;0.0000000000;0.0000000000
253;0.5050505051;0.9999263994;0.0000000000;0.0000000000
254;0.7070707071;0.8724752055;0.0000000000;0.0000000000
255;0.5858585859;0.9786239948;0.0000000000;0.0000000000
256;0.0202020202;0.1425733303;0.0000000000;0.0000000000
257;0.0404040404;0.2441416424;0.0000000000;0.0000000000
258;0.0404040404;0.2441416424;0.0000000000;0.0000000000
259;0.0808080808;0.4050201326;0.0000000000;0.0000000000
260;0.0404040404;0.2441416424;0.0000000000;0.0000000000
261;0.0808080808;0.4050201326;0.0000000000;0.0000000000
262;0.0808080808;0.4050201326;0.0000000000;0.0000000000
263;0.1616161616;0.6381619453;0.0000000000;0.0000000000
264;0.0404040404;0.2441416424;0.0000000000;0.0000000000
265;0.0808080808;0.4050201326;0.0000000000;0.0000000000
266;0.0808080808;0.4050201326;0.0000000000;0.0000000000
267;0.1616161616;0.6381619453;0.0000000000;0.0000000000
268;0.0808080808;0.4050201326;0.0000000000;0.0000000000
269;0.1616161616;0.6381619453;0.0000000000;0.0000000000
270;0.1616161616;0.6381619453;0.0000000000;0.0000000000
271;0.3232323232;0.9078619154;0.0000000000;0.0000000000
272;0.0404040404;0.2441416424;0.0000000000;0.0000000000
273;0.0808080808;0.4050201326;0.0000000000;0.0000000000
274;0.0808080808;0.4050201326;0.0000000000;0.0000000000
275;0.1616161616;0.6381619453;0.0000000000;0.0000000000
276;0.0808080808;0.4050201326;0.0000000000;0.0000000000
277;0.1616161616;0.6381619453;0.0000000000;0.0000000000
278;0.1616161616;0.6381619453;0.0000000000;0.0000000000
279;0.3232323232;0.9078619154;0.0000000000;0.0000000000
280;0.0808080808;0.4050201326;0.0000000000;0.0000000000
281;0.1616161616;0.6381619453;0.0000000000;0.0000000000
282;0.1616161616;0.6381619453;0.0000000000;0.0000000000
283;0.3232323232;0.9078619154;0.0000000000;0.0000000000
284;0.1616161616;0.6381619453;0.0000000000;0.0000000000
285;0.3232323232;0.9078619154;0.0000000000;0.0000000000
286;0.3232323232;0.9078619154;0.0000000000;0.0000000000
287;0.6464646465;0.9371858565;0.0000000000;0.0000000000
288;0.0404040404;0.2441416424;0.0000000000;0.0000000000
289;0.0808080808;0.4050201326;0.0000000000;0.0000000000
290;0.0808080808;0.4050201326;0.0000000000;0.0000000000
291;0.1616161616;0.6381619453;0.0000000000;0.0000000000
292;0.0808080808;0.4050201326;0.0000000000;0.0000000000
293;0.1616161616;0.6381619453;0.0000000000;0.0000000000
294;0.1616161616;0.6381619453;0.0000000000;0.0000000000
295;0.3232323232;0.9078619154;0.0000000000;0.0000000000
296;0.0808080808;0.4050201326;0.0000000000;0.0000000000
297;0.1414141414;0.5879303728;0.0000000000;0.0000000000
298;0.1616161616;0.6381619453;0.0000000000;0.0000000000
299;0.2626262626;0.8306836355;0.0000000000;0.0000000000
300;0.1616161616;0.6381619453;0.0000000000;0.0000000000
301;0.2828282828;0.8592759807;0.0000000000;0.0000000000
302;0.3232323232;0.9078619154;0.0000000000;0.0000000000
303;0.5050505051;0.9999263994;0.0000000000;0.0000000000
304;0.0808080808;0.4050201326;0.0000000000;0.0000000000
305;0.1616161616;0.6381619453;0.0000000000;0.0000000000
306;0.1616161616;0.6381619453;0.0000000000;0.0000000000
307;0.3232323232;0.9078619154;0.0000000000;0.0000000000
308;0.1616161616;0.6381619453;0.0000000000;0.0000000000
309;0.3232323232;0.9078619154;0.0000000000;0.0000000000
310;0.3232323232;0.9078619154;0.0000000000;0.0000000000
311;0.6262626263;0.9534985820;0.0000000000;0.0000000000
312;0.1616161616;0.6381619453;0.0000000000;0.0000000000
313;0.2626262626;0.8306836355;0.0000000000;0.0000000000
314;0.3030303030;0.8849636364;0.0000000000;0.0000000000
315;0.4242424242;0.9833761901;0.0000000000;0.0000000000
316;0.3232323232;0.9078619154;0.0000000000;0.0000000000
317;0.5252525253;0.9981592325;0.0000000000;0.0000000000
318;0.5858585859;0.9786239948;0.0000000000;0.0000000000
319;0.7070707071;0.8724752055;0.0000000000;0.0000000000
320;0.0404040404;0.2441416424;0.0000000000;0.0000000000
321;0.0808080808;0.4050201326;0.0000000000;0.0000000000
322;0.0808080808;0.4050201326;0.0000000000;0.0000000000
323;0.1616161616;0.6381619453;0.0000000000;0.0000000000
324;0.0808080808;0.4050201326;0.0000000000;0.0000000000
325;0.1616161616;0.6381619453;0.0000000000;0.0000000000
326;0.1414141414;0.5879303728;0.0000000000;0.0000000000
327;0.2828282828;0.8592759807;0.0000000000;0.0000000000
328;0.0808080808;0.4050201326;0.0000000000;0.0000000000
329;0.1616161616;0.6381619453;0.0000000000;0.0000000000
330;0.1414141414;0.5879303728;0.0000000000;0.0000000000
331;0.2828282828;0.8592759807;0.0000000000;0.0000000000
332;0.1616161616;0.6381619453;0.0000000000;0.0000000000
333;0.3232323232;0.9078619154;0.0000000000;0.0000000000
334;0.2222222222;0.7642045065;0.0000000000;0.0000000000
335;0.4444444444;0.9910760598;0.0000000000;0.0000000000
336;0.0808080808;0.4050201326;0.0000000000;0.0000000000
337;0.1616161616;0.6381619453;0.0000000000;0.0000000000
338;0.1616161616;0.6381619453;0.0000000000;0.0000000000
339;0.3232323232;0.9078619154;0.0000000000;0.0000000000
340;0.1616161616;0.6381619453;0.0000000000;0.0000000000
341;0.3232323232;0.9078619154;0.0000000000;0.0000000000
342;0.2828282828;0.8592759807;0.0000000000;0.0000000000
343;0.5454545455;0.9940302115;0.0000000000;0.0000000000
344;0.1616161616;0.6381619453;0.0000000000;0.0000000000
345;0.3030303030;0.8849636364;0.0000000000;0.0000000000
346;0.2626262626;0.8306836355;0.0000000000;0.0000000000
347;0.4646464646;0.9963906194;0.0000000000;0.0000000000
348;0.3232323232;0.9078619154;0.0000000000;0.0000000000
349;0.6060606061;0.9672947789;0.0000000000;0.0000000000
350;0.3838383838;0.9607079019;0.0000000000;0.0000000000
351;0.5858585859;0.9786239948;0.0000000000;0.0000000000
352;0.0808080808;0.4050201326;0.0000000000;0.0000000000
353;0.1616161616;0.6381619453;0.0000000000;0.0000000000
354;0.1616161616;0.6381619453;0.0000000000;0.0000000000
355;0.2828282828;0.8592759807;0.0000000000;0.0000000000
356;0.1616161616;0.6381619453;0.0000000000;0.0000000000
357;0.2828282828;0.8592759807;0.0000000000;0.0000000000
358;0.2828282828;0.8592759807;0.0000000000;0.0000000000
359;0.3636363636;0.9456603046;0.0000000000;0.0000000000
360;0.1616161616;0.6381619453;0.0000000000;0.0000000000
361;0.2626262626;0.8306836355;0.0000000000;0.0000000000
362;0.2828282828;0.8592759807;0.0000000000;0.0000000000
363;0.3838383838;0.9607079019;0.0000000000;0.0000000000
364;0.3232323232;0.9078619154;0.0000000000;0.0000000000
365;0.4040404040;0.9732650675;0.0000000000;0.0000000000
366;0.4444444444;0.9910760598;0.0000000000;0.0000000000
367;0.5050505051;0.9999263994;0.0000000000;0.0000000000
368;0.1616161616;0.6381619453;0.0000000000;0.0000000000
369;0.3232323232;0.9078619154;0.0000000000;0.0000000000
370;0.3232323232;0.9078619154;0.0000000000;0.0000000000
371;0.5656565657;0.9875257101;0.0000000000;0.0000000000
372;0.3232323232;0.9078619154;0.0000000000;0.0000000000
373;0.5656565657;0.9875257101;0.0000000000;0.0000000000
374;0.5656565657;0.9875257101;0.0000000000;0.0000000000
375;0.6262626263;0.9534985820;0.0000000000;0.0000000000
376;0.3232323232;0.9078619154;0.0000000000;0.0000000000
377;0.4242424242;0.9833761901;0.0000000000;0.0000000000
378;0.4646464646;0.9963906194;0.0000000000;0.0000000000
379;0.4242424242;0.9833761901;0.0000000000;0.0000000000
380;0.6464646465;0.9371858565;0.0000000000;0.0000000000
381;0.5656565657;0.9875257101;0.0000000000;0.0000000000
382;0.5858585859;0.9786239948;0.0000000000;0.0000000000
383;0.5858585859;0.9786239948;0.0000000000;0.0000000000
384;0.0404040404;0.2441416424;0.0000000000;0.0000000000
385;0.0808080808;0.4050201326;0.0000000000;0.0000000000
386;0.0808080808;0.4050201326;0.0000000000;0.0000000000
387;0.1616161616;0.6381619453;0.0000000000;0.0000000000
388;0.0808080808;0.4050201326;0.0000000000;0.0000000000
389;0.1616161616;0.6381619453;0.0000000000;0.0000000000
390;0.1616161616;0.6381619453;0.0000000000;0.0000000000
391;0.3232323232;0.9078619154;0.0000000000;0.0000000000
392;0.0808080808;0.4050201326;0.0000000000;0.0000000000
393;0.1616161616;0.6381619453;0.0000000000;0.0000000000
394;0.1616161616;0.6381619453;0.0000000000;0.0000000000
395;0.3232323232;0.9078619154;0.0000000000;0.0000000000
396;0.1414141414;0.5879303728;0.0000000000;0.0000000000
397;0.2828282828;0.8592759807;0.0000000000;0.0000000000
398;0.2828282828;0.8592759807;0.0000000000;0.0000000000
399;0.5656565657;0.9875257101;0.0000000000;0.0000000000
400;0.0808080808;0.4050201326;0.0000000000;0.0000000000
401;0.1616161616;0.6381619453;0.0000000000;0.0000000000
402;0.1616161616;0.6381619453;0.0000000000;0.0000000000
403;0.3232323232;0.9078619154;0.0000000000;0.0000000000
404;0.1414141414;0.5879303728;0.0000000000;0.0000000000
405;0.2828282828;0.8592759807;0.0000000000;0.0000000000
406;0.2828282828;0.8592759807;0.0000000000;0.0000000000
407;0.5656565657;0.9875257101;0.0000000000;0.0000000000
408;0.1616161616;0.6381619453;0.0000000000;0.0000000000
409;0.3232323232;0.9078619154;0.0000000000;0.0000000000
410;0.3232323232;0.9078619154;0.0000000000;0.0000000000
411;0.6464646465;0.9371858565;0.0000000000;0.0000000000
412;0.2222222222;0.7642045065;0.0000000000;0.0000000000
413;0.3838383838;0.9607079019;0.0000000000;0.0000000000
414;0.4444444444;0.9910760598;0.0000000000;0.0000000000
415;0.7070707071;0.8724752055;0.0000000000;0.0000000000
416;0.0808080808;0.4050201326;0.0000000000;0.0000000000
417;0.1616161616;0.6381619453;0.0000000000;0.0000000000
418;0.1616161616;0.6381619453;0.0000000000;0.0000000000
419;0.2626262626;0.8306836355;0.0000000000;0.0000000000
420;0.1616161616;0.6381619453;0.0000000000;0.0000000000
421;0.2626262626;0.8306836355;0.0000000000;0.0000000000
422;0.3232323232;0.9078619154;0.0000000000;0.0000000000
423;0.3434343434;0.9280672822;0.0000000000;0.0000000000
424;0.1616161616;0.6381619453;0.0000000000;0.0000000000
425;0.2828282828;0.8592759807;0.0000000000;0.0000000000
426;0.3232323232;0.9078619154;0.0000000000;0.0000000000
427;0.4040404040;0.9732650675;0.0000000000;0.0000000000
428;0.2828282828;0.8592759807;0.0000000000;0.0000000000
429;0.3838383838;0.9607079019;0.0000000000;0.0000000000
430;0.5656565657;0.9875257101;0.0000000000;0.0000000000
431;0.3838383838;0.9607079019;0.0000000000;0.0000000000
432;0.1616161616;0.6381619453;0.0000000000;0.0000000000
433;0.3232323232;0.9078619154;0.0000000000;0.0000000000
434;0.3232323232;0.9078619154;0.0000000000;0.0000000000
435;0.5252525253;0.9981592325;0.0000000000;0.0000000000
436;0.2626262626;0.8306836355;0.0000000000;0.0000000000
437;0.4040404040;0.9732650675;0.0000000000;0.0000000000
438;0.5252525253;0.9981592325;0.0000000000;0.0000000000
439;0.4848484848;0.9993375042;0.0000000000;0.0000000000
440;0.3232323232;0.9078619154;0.0000000000;0.0000000000
441;0.5252525253;0.9981592325;0.0000000000;0.0000000000
442;0.6060606061;0.9672947789;0.0000000000;0.0000000000
443;0.6060606061;0.9672947789;0.0000000000;0.0000000000
444;0.3838383838;0.9607079019;0.0000000000;0.0000000000
445;0.4646464646;0.9963906194;0.0000000000;0.0000000000
446;0.6464646465;0.9371858565;0.0000000000;0.0000000000
447;0.5858585859;0.9786239948;0.0000000000;0.0000000000
448;0.0808080808;0.4050201326;0.0000000000;0.0000000000
449;0.1616161616;0.6381619453;0.0000000000;0.0000000000
450;0.1616161616;0.6381619453;0.0000000000;0.0000000000
451;0.3232323232;0.9078619154;0.0000000000;0.0000000000
452;0.1616161616;0.6381619453;0.0000000000;0.0000000000
453;0.3232323232;0.9078619154;0.0000000000;0.0000000000
454;0.2222222222;0.7642045065;0.0000000000;0.0000000000
455;0.4444444444;0.9910760598;0.0000000000;0.0000000000
456;0.1616161616;0.6381619453;0.0000000000;0.0000000000
457;0.3232323232;0.9078619154;0.0000000000;0.0000000000
458;0.2222222222;0.7642045065;0.0000000000;0.0000000000
459;0.4444444444;0.9910760598;0.0000000000;0.0000000000
460;0.2828282828;0.8592759807;0.0000000000;0.0000000000
461;0.5656565657;0.9875257101;0.0000000000;0.0000000000
462;0.2222222222;0.7642045065;0.0000000000;0.0000000000
463;0.4444444444;0.9910760598;0.0000000000;0.0000000000
464;0.1616161616;0.6381619453;0.0000000000;0.0000000000
465;0.3232323232;0.9078619154;0.0000000000;0.0000000000
466;0.3232323232;0.9078619154;0.0000000000;0.0000000000
467;0.6464646465;0.9371858565;0.0000000000;0.0000000000
468;0.2828282828;0.8592759807;0.0000000000;0.0000000000
469;0.5656565657;0.9875257101;0.0000000000;0.0000000000
470;0.3636363636;0.9456603046;0.0000000000;0.0000000000
471;0.6666666667;0.9182958341;0.0000000000;0.0000000000
472;0.3232323232;0.9078619154;0.0000000000;0.0000000000
473;0.5858585859;0.9786239948;0.0000000000;0.0000000000
474;0.3434343434;0.9280672822;0.0000000000;0.0000000000
475;0.5050505051;0.9999263994;0.0000000000;0.0000000000
476;0.4444444444;0.9910760598;0.0000000000;0.0000000000
477;0.6464646465;0.9371858565;0.0000000000;0.0000000000
478;0.3838383838;0.9607079019;0.0000000000;0.0000000000
479;0.5858585859;0.9786239948;0.0000000000;0.0000000000
480;0.1616161616;0.6381619453;0.0000000000;0.0000000000
481;0.3232323232;0.9078619154;0.0000000000;0.0000000000
482;0.3232323232;0.9078619154;0.0000000000;0.0000000000
483;0.3838383838;0.9607079019;0.0000000000;0.0000000000
484;0.3232323232;0.9078619154;0.0000000000;0.0000000000
485;0.3838383838;0.9607079019;0.0000000000;0.0000000000
486;0.4444444444;0.9910760598;0.0000000000;0.0000000000
487;0.3838383838;0.9607079019;0.0000000000;0.0000000000
488;0.3232323232;0.9078619154;0.0000000000;0.0000000000
489;0.5050505051;0.9999263994;0.0000000000;0.0000000000
490;0.4444444444;0.9910760598;0.0000000000;0.0000000000
491;0.5050505051;0.9999263994;0.0000000000;0.0000000000
492;0.5656565657;0.9875257101;0.0000000000;0.0000000000
493;0.3838383838;0.9607079019;0.0000000000;0.0000000000
494;0.4444444444;0.9910760598;0.0000000000;0.0000000000
495;0.5050505051;0.9999263994;0.0000000000;0.0000000000
496;0.3232323232;0.9078619154;0.0000000000;0.0000000000
497;0.6262626263;0.9534985820;0.0000000000;0.0000000000
498;0.6464646465;0.9371858565;0.0000000000;0.0000000000
499;0.7070707071;0.8724752055;0.0000000000;0.0000000000
500;0.5050505051;0.9999263994;0.0000000000;0.0000000000
